StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q4,Q6,Q6_5_TEXT,Q7,Q7_5_TEXT,Q9,Q10,Q11,Q13,Q14,Q15,Q16,Q17_First Click,Q17_Last Click,Q17_Page Submit,Q17_Click Count,Q19,Q20,Q21,Q22,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q32
5/5/2020 15:43,5/5/2020 15:58,0,173.49.201.30,100,884,1,5/5/2020 15:58,R_2qsAyGRbUpioubz,,,,,39.896698,-75.34739685,anonymous,EN,1,1,2,3,,4,,All participants contribute to the task at hand and walk away with a better understanding of the material.,People don't contribute what they're capable of and get complacent with minimal effort,Remind them to complete their work until it's done and/or refrain from working with them again,It's good to make a plan/schedule early and stick to it as best we can. Also good to discuss everybody's strengths/weaknesses to best divide the work. ,"Don't be afraid to reach out to peers to get help if you don't understand something. Studying with/teaching other students is the best way to learn, in my opinion. ","Ideally, everybody would learn during their first group project and never have to be taught again. ",,1.551,152.228,152.758,8,The app records your team conversations and analyzes all of the words that were said. It tells you how the mood of the conversation changes over time. ,4,4,People might be concerned their data might be sold to advertisers. ,4,4,4,1,,2,,1
5/5/2020 15:46,5/5/2020 15:58,0,76.14.135.254,100,761,1,5/5/2020 15:58,R_30cQOhsH4LobnUV,,,,,38.74249268,-121.1947021,anonymous,EN,1,1,4,3,,3,,All collaborators are equally invested in the work. Collaborators have compatible work styles. ,Collaborators are not getting an equal learning experience out of the gathering.,"I try to understand why the collaboration isn’t working/the learning styles of everyone involved. If someone isn’t pulling their weight because they expect others to do the work, I’ll try to avoid collaborating with them in the future. ","I’ve learned that although it can be very beneficial, it can also be harmful to the learning process if people don’t have time to try to learn and process things on their own as well. ","Try to understand assignments by yourself first before meeting with a group. Find people you work well together, these people may not necessarily be your closest friends. ","It’s easiest to learn how to collaborate with assignments that are mostly doable by yourself, but not too easy that you don’t want to spend time to discuss with others. ",N/a,8.543,114.652,224.317,2,This platform uses machine learning and audio recording to provide data about discussions during collaboration. It can be used to see trends in the discussion material and understand how the conversation is going. ,4,3,N/a,3,2,3,2,,2,,1
5/5/2020 15:44,5/5/2020 16:00,0,165.124.85.101,100,938,1,5/5/2020 16:00,R_3PgDaVSrhODCXOc,,,,,42.05499268,-87.69509888,anonymous,EN,1,1,4,3,,3,,Where everyone works together to try to better everyone's understanding and work through problems.,where someone doesn't look at the material before and just tries to copy others answers without trying to understand how it works and then does not help others understand in return,I try not to engage in them in general but when I do I usually try to not give answers when someone is just trying to copy but instead give the first few or important steps to help understanding,"I've been taught that helping someone else understand or study also helps you better understand the material and that it is a give and take, you are working as a team to both understand.","If you are collaborating on a project, to distribute work equally and make sure oyu do your parts on time.",I think with people who are willing to work as much as I am and who care about the project,,0,0,177.016,0,to understand how your group is collaborating and to give someone the ability to see how the group discussion went and what was said,4,2,,4,4,4,2,,2,"I think being recorded in class would deter me from speaking up. However, if this was used in a smaller environment where a handful of students were working on a project, I would be okay with it to better my understanding of group dynamics",1
5/5/2020 15:50,5/5/2020 16:02,0,73.22.206.3,100,716,1,5/5/2020 16:02,R_1g8DcNrGEWDy2y5,,,,,41.78919983,-88.26200104,anonymous,EN,1,1,4,1,,2,,"A team of individuals working together, utilizing their respective strengths to offset individual weakness to deliver a product that is greater than the sum of the individuals' merits.",Any sort of toxic environment that results in a collaborative project being unproductive/unpleasant to take part in -- a failure to deliver adequate results is not necessarily 'bad collaboration' in my opinion as failure is not unusual.,Try to work out interpersonal differences in the group so that team members can be more productive and happy working together. Resolve any sort of schedule conflicts or come up with compromises such that everyone is able to contribute.,Keeping a good schedule of tasks to do in terms of 'project points' is a good way of keeping everyone in the loop on what's going on.,"Recognize that you will not be the best at everything, and it is perfectly OK to be honest with yourself and your teammates and figure out what you're most effective in doing, while probing the talent of those around you to try and gain some of their knowledge.",Work on projects with completely random classmates as opposed to working with friends.,,0,0,155.123,0,"The data capture platform records a transcript of whatever is said during a discussion, and also captures the direction from which audio is recorded (probably to try and track different people talking and to disambiguate between them), and uses machine learning to identify the tone of that discussion.",2,4,This is pretty creepy (and I'm a CS major) in my opinion. I would not want to see this used in a classroom setting.,5,4,5,2,,2,,1
5/5/2020 15:47,5/5/2020 16:05,0,207.237.217.34,100,1060,1,5/5/2020 16:05,R_AvvUTKqLrr6oenD,,,,,41.99839783,-87.71080017,anonymous,EN,1,1,3,2,,2,,"One that results in good, clear communication of ideas that contribute to some kind of product/deliverable at the end of the collaboration.",A collaboration where members are distracted or are left stuck on a problem for too long. ,Reschedule the collaboration time or reassign roles that can be done independently and then fitted together afterwards. ,Listen carefully and make sure that everyone is on the same page about things before moving forward.,Be open-minded to different ideas and don't feel the need to take charge of every kind of group experience. ,I find that games are sometimes a good way to teach collaboration because the consequences are low stakes and people focus more on how they're doing with others when they don't have to worry about the end product. ,,0,0,313.483,0,"The data capture platform is a useful tool to help discussion facilitators manage their discussion from feedback. The analysis also breaks down the discussion into when students had questions, were in discussion, or had moments of silence.  ",4,3,,3,4,4,1,Perhaps a way to keep track of discussion topics and monitor how much a student has participated to encourage them to jump in more often. ,2,,1
5/5/2020 15:52,5/5/2020 16:06,0,165.124.167.2,100,797,1,5/5/2020 16:06,R_31XVqsUhbZ6SfO3,,,,,42.01069641,-87.66570282,anonymous,EN,1,1,1,2,,2,,Receiving input from individuals good at/responsible for a particular aspect of the collaboration.,"Not working efficiently, having only one person do the work, having individuals not accepting advice from the collaborators.","I try to make sure the workload is shared evenly and remind people of when their parts should be finished. If one or more of the teammates regularly don't contribute towards the project, there is an organized intervention by the team.","Make sure everyone does their part! I have participated in a project where I did most of the work, and it was very exhausting and time-consuming. I would not like to experience that again.","Keep track of the roles and who is responsible for what, communicate often and make sure everyone understands what they're doing. Don't be afraid to remind people if a deadline is approaching.","In an ideal world, everyone would be putting effort and energy. If someone doesn't want to do their part, I don't think anything would help make the collaboration efficient. A real-life experience is definitely helpful in gaining some experience in teamwork.",,0,0,181.991,0,It could be used to track how the collaboration is going and whether the time is used effectively. If can also capture whether all the participants are doing a fair-share of the work.,4,4,,4,3,4,2,,2,,1
5/5/2020 15:59,5/5/2020 16:06,0,76.14.135.254,100,463,1,5/5/2020 16:06,R_3QQUbfNePnuOlpx,,,,,38.74249268,-121.1947021,anonymous,EN,1,1,4,3,,3,,Collaborators are on the same page and are able to maintain good conversations with conflict resolution. ,There is not an equal distribution of work amongst participants and they aren’t all getting as much out of the collaboration.,I try to understand why the collaboration isn’t going well and see if there’s anything to do to fix it. ,I’ve been taught that it takes work to collaborate and sometimes you have to change how you would want to do the assignment to make it work better for the group.,"I would say to practice working with people you don’t work well with, but when given the choice try to find people you work well with","I would want to learn how to collaborate in a setting where I feel comfortable, since sometimes I am shy and being forced into collaboration  can be counterproductive ",,0.617,84.809,85.342,22,This platform audio records discussions and uses machine learning to determine what is happening in those discussions. People can go back and see the context in which certain words were said.,4,3,,3,2,3,2,,2,,1
5/5/2020 15:58,5/5/2020 16:08,0,68.47.84.106,100,591,1,5/5/2020 16:08,R_PSYbnMcTAGHo8tr,,,,,44.83279419,-93.43959808,anonymous,EN,1,1,2,2,,2,,I would describe good collaboration as everyone involved benefits from working together and everyone contributes as well.,Some characteristics of bad collaboration would be if someone did all the work or if people just did parts and combined without communicating.,i deal with poor collaboration by trying to talk more to the people I'm collaborating with to get them to do better.,"I have been taught that collaboration is very valuable, but it is important not to rely too heavily on it.",I would tell a highschool student that good communication and clear expectations are the most important part of effective collaboration.,Ideally I would want to learn how to collaborate by working on something that I am interested in like a project of some sort.,,1.951,16.597,149.453,4,It records conversations and analyzes them. It lists keywords and evaluate tone of conversation. This could be used to reflect on previous meetings and what was discussed.,4,1,,1,4,1,2,,1,,1
5/5/2020 15:55,5/5/2020 16:08,0,67.184.234.211,100,794,1,5/5/2020 16:08,R_9FSqEAVuYbG9G7v,,,,,42.29640198,-89.08869934,anonymous,EN,1,1,2,2,,3,,Everyone who is part of the collaboration has a basic understanding of the material they're working on and and are able to talk about problems and share ideas about whatever they're collaborating on.,"1. Reliance on one person to understand everything
2. Inability to talk about ideas out loud","If you feel the poor experience was your fault, you can try to prepare more for the next time you collaborate. If you feel your collaborators weren't pulling their weight, you might collaborate with them one more time to see if they improve, otherwise find new collaborators.","1. Everyone should be on  the same page
2. Give everyone a chance to give their input","1. Make sure that you have a basic understanding of the material
2. Don't rely on others to tell you the answers but rather talk with them through whatever you're stuck on","In an ideal world, there would be a mandatory class teaching students how to collaborate using research-backed ideas.",,46.089,164.03,164.357,4,The data capture platform allows you to track how discussions are going. It allows you to track certain words being said and uses machine learning to tell you certain attributes of the meeting.,4,4,,3,4,4,2,,2,,1
5/5/2020 15:57,5/5/2020 16:11,0,98.206.137.220,100,807,1,5/5/2020 16:11,R_1hA4PnDtfbK7ETw,,,,,42.07699585,-87.72090149,anonymous,EN,1,1,3,1,,3,,Good collaboration involves having all members involved and motivated to complete a task or project. Labor is divided fairly based on interest and ability. The natural talents of individuals are used to create the best outcome for the team as a whole.,"If work is divided unfairly, or group members are uninterested in the goal of collaboration, you will not succeed. Furthermore, a bloated team (too many people) can make working together cumbersome and feel like a chore.","Typically leadership sets up the success or failure of a collaborative experience. As a member in collaboration, make sure that less vocal members of your group can voice their ideas. Try to be a self advocate in this regard if you can.",Collaboration always creates better outcomes in the end. Engineering is always a collaborative endeavor. Good leaders collaborate with each other.,Make sure to find some friends in your classes. It is a lot easier to work together when you actually enjoy the company of those you're working with.,I would want collaboration to always be an opt-in experience. You should be allowed to choose who you collaborate with. Being the odd one out or having a team of unmotivated collaborators has been disastrous in my experience.,,0,0,126.697,0,The software shown in the video can essentially audit your conversation to determine the content of each speaker during the discussion. Using keyword semantics and a timeline feature this program utilizes your web browser to generate a transcript from microphone audio.,4,5,"I feel like I could eventually become used to this. However, I think that if improperly used (Ex: number of words said --> higher grade) this could seriously trivialize and degrade collaboration.",5,2,5,1,"It would be nice if you could say say key words to break topics down into a list. Ex: you are brain storming and every time you say ""new idea"" a bullet point is added to a document to list your idea.",2,,1
5/5/2020 15:57,5/5/2020 16:11,0,24.34.254.231,100,839,1,5/5/2020 16:11,R_0BMfdCU9EDvGI6d,,,,,42.45320129,-71.14279938,anonymous,EN,1,1,3,3,,2,,Good collaboration includes sharing ideas and helping each other without simply giving away answers.,Giving answers with no explanation (thus copying and cheating).  Answering questions in a condescending tone.,Find others to collaborate with.  Try to talk to them to explain why things are not working and if they are not receptive to critique then try not to take personal offense and move on.,"Be confident in your own ideas, be willing to share, but also be willing to listen and consider ideas that differ from your own.",Be proactive.  Don't wait for someone to approach you and invite you to join them.  Sometimes you have to make the first move to initiate a conversation.,"Collaboration has to come naturally.  If it is taught or forces, it is not natural and is less likely to be effective.  I think collaboration should be encouraged but in the end it is the responsibility of each individual to choose what they will do.",I have found that many students are unwilling to collaborate because of the competitive nature of grades.  I think it should be the aim that everyone does well as long as they put in the effort to learn the material whereas some seem to believe that they can only do well if others do poorly and therefore WANT others to do poorly and thus are unwilling to collaborate.,105.138,105.138,125.344,1,It records and analyzes language used in discussion.  Tracks instances of particular words to show trends.,3,2,,3,2,3,1,,1,,1
5/5/2020 16:03,5/5/2020 16:14,0,96.237.161.141,100,620,1,5/5/2020 16:14,R_1MYFQuxQ6rbpBqK,,,,,42.39280701,-71.56539917,anonymous,EN,1,1,1,3,,3,,"One where people communicate and distribute work equally, allowing for everyone's voice to be heard ","One with no talking or group planning, or with uneven distribution of work ","Talk to supervisors if it gets bad, but mainly try to manage conflict through mediation with group members ","That good collaboration starts with accepting other people's ideas as the starting point for progress. Once I introduce an idea I put it out of my head, and then start to think of the benefits of ideas that other people have brought to the table ","Set up a good communication portal. For classes like DTC and EA4, GroupMe or texting group chats are essential for planning group work. ",Maybe there could be a required first year engineering seminar on collaborative learning at Northwestern ,,2.099,112.745,113.691,9,"The platform captures audio to determine qualitatively the level of discussion of a certain group meeting. It uses audio capture in many parts of a discussion room to determine what areas of the room discussion is coming from, and how much of the discussion comes from the person asking the questions vs the audience. Voice recognition transcribes the meeting so you can search for keywords later. ",5,4,,2,3,2,2,,2,,1
5/5/2020 16:01,5/5/2020 16:14,0,74.133.28.164,100,796,1,5/5/2020 16:14,R_1diBahl5Uho81Yj,,,,,40.18339539,-83.09120178,anonymous,EN,1,1,1,4,,3,,A good collaboration is one where all team members walk away fully comprehending the ideas of the other team members. They ask questions if they do not understand.,"A bad collaboration is one where team members do not care about to topic and would rather be elsewhere. They do not listen or participate, and sometimes do not even show up to the meeting. ","I have been lucky to not have dealt with this in my first year at Northwestern. If I was, I would use the tactics of individual confrontation at first. Call them out and see if they fix their behavior. ",I have been taught that collaboration is a great way to express ideas between teammates. It is also necessary to be able to collaborate in the real world. ,I would tell a high school student that the most important thing about collaboration is to Listen. The second is to participate and show that you are interested. ,"I would want to learn how to collaborate by being given the opportunity to do so, while not being worried about failing. ",My previous experience is all from DTC courses taken in this previous year. All of which has been positive. ,156.006,156.006,156.543,1,"This video describes a piece of software that records discussions and collaborations between groups. It also provides a transcript of the entire discussion, and can listen for keywords. ",4,3,"If a professor was to assign a grade based on the analytics given in the discussion software, that would be a negative in my mind. ",2,2,3,2,,1,,1
5/5/2020 16:00,5/5/2020 16:15,0,68.63.209.65,100,883,1,5/5/2020 16:15,R_3j98Byk9aR2bb3F,,,,,44.8348999,-93.28140259,anonymous,EN,1,1,2,2,,2,,"Where each person shares their knowledge with the group. The entire goal of a collaboration isn't solely to get a task done, but it is to learn how to accomplish the task at hand so that in future cases each member will be able to accomplish the task on their own.","Where people just copy work instead of actually learning the material. The entire goal of a collaboration isn't solely to get a task done, but it is to learn how to accomplish the task at hand so that in future cases each member will be able to accomplish the task on their own.","Collaborate with different people, or make the effort to ask them to properly collaborate. It is often hard to get those who do not want to properly learn the material to do so, but if it is yourself who seems to fall into the ""copy"" instead of learn the material, it is easy to pull yourself out of it by simply taking yourself out of the collaboration, or to have those you're collaborating with force you to explain what each step is to prove that you understand what you are writing down. ","If it is something such as homework, never look at the exact paper of that whom which you are collaborating with. Instead have the person explain how to do it and then you can then attempt it yourself. This works best because you actually have to think to get the process done, and then it is more likely to stay in your knowledge. ",Collaborate with people who genuinely care about the subject. Their enthusiasm will help you get the motivation to keep trying new methods for a solution when it gets tough to find the solution.,"I think group projects where each person has to turn in a similar but different deliverable would work best. In often cases during a group project, if there is only one deliverable for the entire group, a single person will often do more of the work than the other/s and those who didn't contribute as much didn't learn as much. ",,0,0,174.398,0,It is used to set keywords in collaboration. You can look at specific recordings of collaboration. As well as this you can highlight the keywords and look at what was said around them. ,4,4,,2,2,3,1,"The ability to highlight specific things in the moment, such as saying ""hey pod, highlight this, blah........"" so that you don't have to try and remember what was said and then highlight it afterwards",2,,1
5/5/2020 16:04,5/5/2020 16:21,0,50.4.232.16,100,1046,1,5/5/2020 16:21,R_bsicLu8Xhfg3tKh,,,,,41.70570374,-88.19460297,anonymous,EN,1,1,1,2,,4,,"All students involved are focused and invested in completing the designated work or tasks, and everyone is contributing or participating.","People getting distracted or sidetracked, people being unresponsive to others' questions or the discussion at hand, people not putting forth their best effort","Communicate with the people who are not collaborating well directly and upfront and explicitly express my concerns, and finally make some suggestions on how they can improve","It's important to listen to what everyone has to say, and speak up for yourself. Treat others the way you want to be treated.","Communication is key! Especially since in college, everyone's schedules can look drastically different, and people can be all over the place, so it's important to make sure everyone is on the same page.","Getting experience collaborating with other people with different backgrounds, interests, and skill levels, as well as working on different kinds of projects",N/A,0,0,339.439,0,This data capture platform allows for analysis and reflection on discussions recorded through the platform. The data analysis part helps users of the platform identify indicators of certain characteristics of the discussion as well as the general quality of the discussion.,4,3,"Since the platform records the entire discussion, it is important to make sure that the data does not get into the wrong hands depending on what topics are covered in the discussion that may be private and/or personal.",4,4,4,1,,2,,1
5/5/2020 16:19,5/5/2020 16:28,0,104.33.149.138,100,553,1,5/5/2020 16:28,R_2xLwd4DEOsPUAHw,,,,,33.82409668,-117.5197983,anonymous,EN,1,1,1,3,,3,,"If everyone's ideas a re heard and no one is left even more confused than when the session began, then the collaboration went well. ",Not communicating efficiently and not allowing everyone to share their opinions on the topic. ,I try my best to address the situation and communicate via text or email in order to meet up again to collaborate. ,One person should talk at a time and you should be respectful of everyone's views. ,Come prepared in order to take part in the collaboration session to the best of your ability. ,By actually practicing my collaboration skills in groups is the best way to learn.,N/A,0,0,217.888,0,"The data capture platform is an excellent tool to allow for collaboration between students and teachers. By allowing for casual conversations, a less stressful work environment can be established. In addition, the recording feature is important for recording important concepts of the class.  ",5,2,,2,1,3,2,,1,,1
